vedpos;name;place;kolvo;placepriority;
203;"Сетевое оборудование, шкаф телекоммуникационный, CABEUS, 19"" 9U,";Управление Офис 1 (Земляной вал, 61 стр. 2);4;1;
204;Система контроля, видеонаблюдение, IP камера Dahua DH-IPC-HFW2231TP-ZS,;Управление Офис 1 (Земляной вал, 61 стр. 2);10;1;
205;Система контроля, видеонаблюдение, видеокамера,;Управление Офис 1 (Земляной вал, 61 стр. 2);27;1;
206;Система контроля, видеонаблюдение, видеокамера,;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
207;Система контроля, видеонаблюдение, видеорегистратор Dahua DHI-XVR4116HS-1,;Управление Офис 1 (Земляной вал, 61 стр. 2);3;1;
208;Система контроля, видеонаблюдение, видеорегистратор DHI-NVR-5216-4KS2,;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
209;Система контроля, видеонаблюдение, видеорегистратор DS-7316HI-ST,;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
210;Система контроля, видеонаблюдение, видеорегистратор,;Управление Офис 1 (Земляной вал, 61 стр. 2);3;1;
211;Система контроля, доступ, контроллер Sphinx E500,;Управление Офис 1 (Земляной вал, 61 стр. 2);2;1;
212;Система контроля, доступ, турникет,;Управление Офис 1 (Земляной вал, 61 стр. 2);6;1;
213;Сканер, Canon, CanoScan LiDE 400;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
214;Сканер, Canon, DR-C125;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
215;Сканер, Canon, P 215 DMS;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
216;Сканер, Canon, P-215 II;Управление Офис 1 (Земляной вал, 61 стр. 2);2;1;
217;"Сумка, 15,6"", для ноутбука, нейлон,";Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
218;Телефон мобильный, Samsung,;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
219;Телефон мобильный, Samsung, Galaxy A01 SM-A015F;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
220;Телефон стационарный, IP-телефон Panasonic KX-NT511ARUW;Управление Офис 1 (Земляной вал, 61 стр. 2);2;1;
221;Телефон стационарный, аппарат телефонный Panasonic KX-DT521RU;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
222;Телефон стационарный, проводной цифровой Panasonic KX-DT321RU;Управление Офис 1 (Земляной вал, 61 стр. 2);12;1;
223;Телефон стационарный, проводной цифровой Panasonic KX-DT546RU;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
224;Телефон стационарный, системный Panasonic KX-DT521RU;Управление Офис 1 (Земляной вал, 61 стр. 2);4;1;
225;Телефон стационарный, системный Panasonic KX-DT543RUB;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
226;Холодильник, Смоленск 417,;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
227;Индикатор, световой ТС-03;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
228;Сетевое оборудование, точка доступа, Ubiquiti, PowerBeam M2-400,;Управление Офис 1 (Земляной вал, 61 стр. 2);2;1;
229;Система контроля, видеонаблюдение, IP камера Dahua DH-IPC-HFW2431SP-S-0360B,;Управление Офис 1 (Земляной вал, 61 стр. 2);2;1;
230;Система контроля, видеонаблюдение, видеорегистратор Dahua DHI-NVR2104-P-I,;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
